,title,date,author,result,id
215,Smell onions can prevent new coronavirus pneumonia,2020/2/10,"PhD, Food Engineering, Department of Agriculture and Biology, Purdue University",FALSE,https://vp.fact.qq.com/article?id=5dc235eadacfa5bdb3a6e84d87d24449
216,"Zhong Nanshan: After the new coronary pneumonia is cured, there will be sequelae, which is more serious than SARS",2020/2/10,Professional fact verification platform under Tencent News,FALSE,https://vp.fact.qq.com/article?id=1762c63259bfe2890d2afd97bd2aec9b
217,"From the front line of the fight against the epidemic, Dr. Li Liushu just called from Wuhan",2020/2/10,Professional fact verification platform under Tencent News,FALSE,https://vp.fact.qq.com/article?id=ba65d52e402e7be74dcb25455700fdd4
218,"Hold your breath for 5-10 seconds after taking a deep breath. If you do not cough, you have no pneumonia.",2020/2/10,"Master of Pharmacology, PhD in Pediatrics",FALSE,https://vp.fact.qq.com/article?id=1709a358b447a4366149369f3bd1486f
219,Masks made with diapers (non-wet urine) to protect against new coronavirus infections,2020/2/10,Huang Chen,FALSE,https://vp.fact.qq.com/article?id=d3bd15c0354aac916611b699aa56af97
220,"Large-scale elimination and disinfection at 12 o'clock on the evening of February 10, Jinan City",2020/2/10,True team,FALSE,https://vp.fact.qq.com/article?id=6bed2c8287764beb6f595323726913b5
221,"On the evening of February 9 and 10, Guangzhou took a fog cannon to kill the entire city.",2020/2/10,Communist Party of Guangzhou Municipal Committee,FALSE,https://vp.fact.qq.com/article?id=e22fe2d07333d44c8ef93e1fcc7463f0
222,Large-scale disinfection of Beijing's main roads on the evening of February 10,2020/2/10,Published in Beijing,FALSE,https://vp.fact.qq.com/article?id=c36548887ab812b4ee37596898c08f43
223,"Harvard Eight Swordsmen, Li Kaifu, and Zhuang Xiaoying collectively returned to assist Wuhan",2020/2/10,Li Mengdi,FALSE,https://vp.fact.qq.com/article?id=c50e49631ffcc48d9029de15ab4179ed
224,You can identify the authenticity of the mask by whether it is waterproof or not,2020/2/10,Huang Chen,FALSE,https://vp.fact.qq.com/article?id=745a779e07f93244beaf1de5a5186070
225,Pork eats new coronavirus,2020/2/10,"PhD, Food Engineering, Department of Agriculture and Biology, Purdue University",FALSE,https://vp.fact.qq.com/article?id=b658603349c1025587069e5536bc0913
226,Foreigners are infected when they have been to public toilets. Public toilets at airport stations are at high risk.,2020/2/10,"Associate Professor of Research, Department of Pathology and Experimental Medicine, University of Pennsylvania School of Medicine",suspect,https://vp.fact.qq.com/article?id=466418530142069e25f9047bd755ec83
227,"In order to reduce the probability of aerosol transmission, chlorine dioxide should be put into the humidifier",2020/2/10,"Associate Professor of Research, Department of Pathology and Experimental Medicine, University of Pennsylvania School of Medicine",FALSE,https://vp.fact.qq.com/article?id=4ada49d62b95cbcd263d0f395f7ec2a4
228,New coronavirus is SARS coronavirus,2020/2/9,Professional fact verification platform under Tencent News,FALSE,https://vp.fact.qq.com/article?id=79ecd05d54bde6909a6d940c74bb771b
229,Common hand dryers in public toilets can kill new coronavirus in 30 seconds,2020/2/9,World Health Organization,FALSE,https://vp.fact.qq.com/article?id=5bb08c7b330212d3ce1d316535972934
230,New coronavirus spreads through aerosols,2020/2/9,Professional fact verification platform under Tencent News,suspect,https://vp.fact.qq.com/article?id=bf7df9da6cd03f6ccb0b98e7f8518213
231,None of the 1.46 million people in Lanling County of Shandong were infected because it was a garlic growing area,2020/2/9,"PhD, Food Engineering, Department of Agriculture and Biology, Purdue University",FALSE,https://vp.fact.qq.com/article?id=ccbd165856ba9aae1d7655426954c7a0
232,Electric masks prevent new coronavirus,2020/2/9,Professional medical science popularization platform under Tencent,suspect,https://vp.fact.qq.com/article?id=1c48630b66787fc4ba55f169c311bc01
233,Video exposure of Dr. Li Wenliang during his lifetime,2020/2/9,Jiefang Daily • Shangguan News operates a rumor news and rumor service network platform,FALSE,https://vp.fact.qq.com/article?id=99efda60cfb4a1e9a6098e107758b18b
234,"Aerosols are mostly generated in the ICU due to operations such as ventilators, and the general environment is rare",2020/2/9,"Master of Pharmacology, PhD in Pediatrics",TRUE,https://vp.fact.qq.com/article?id=c8028b55b200d4fe596851e5e1e1d6c0
235,Beijing's bus and subway need ID,2020/2/9,Beijing Daily,FALSE,https://vp.fact.qq.com/article?id=5ac2db4496f971508a0810b99261db58
236,Chengdu requires ID card for public transportation,2020/2/9,Sichuan Online,FALSE,https://vp.fact.qq.com/article?id=068d2403737d06841fc8fccef0dc24f4
237,Harbin to get ID card by bus,2020/2/9,Longshi News,FALSE,https://vp.fact.qq.com/article?id=4ddb25a44bc2a42d48a274d9c3050cf8
238,Each family in Chengdu can only arrange one person to go out for shopping every two days,2020/2/9,New Media Platform of Chengdu Media Group,FALSE,https://vp.fact.qq.com/article?id=2c0d16d12cb06bd968ec3d8a85e3b8de
239,Materials donated by Chinese Australians return to China by special plane,2020/2/9,Ouyang Yan,FALSE,https://vp.fact.qq.com/article?id=8ac01930b3d43e9e166bd03f9c0b2e1b
240,You must bring your ID card in Nanjing,2020/2/9,Nanjing Radio and Television Station,FALSE,https://vp.fact.qq.com/article?id=fcd561f050d8777bcf09be479193137b
241,Large-scale killing of Nanjing's main roads at 12 tonight,2020/2/9,Nanjing Weibo Group (Taiwan) official Weibo,FALSE,https://vp.fact.qq.com/article?id=121f6f992e3c8dcc67cecd8d5c685852
242,Antibiotics can effectively prevent and treat new coronavirus,2020/2/9,Guidance and coordination body on health issues within the United Nations system,FALSE,https://vp.fact.qq.com/article?id=f88acfc0afab14c8a14e1d9ec5847e3d
243,Asymptomatic patients can also spread new coronavirus,2020/2/9,Guidance and coordination body on health issues within the United Nations system,TRUE,https://vp.fact.qq.com/article?id=d3c6edc94a3a6272151800e177f66f18
244,The mask can be used repeatedly after disinfecting with alcohol,2020/2/8,PhD in Physics,suspect,https://vp.fact.qq.com/article?id=7ed83e76c61c57abfbbbf27746ec3078
245,Put the mask in a glass bottle and boil it with boiling water for ten minutes. It can be used repeatedly after disinfection.,2020/2/8,PhD in Physics,FALSE,https://vp.fact.qq.com/article?id=a60a0172ba5873c14c95ad0b2e15345d
246,"The new crown virus is deceptive, and the surface turns negative during treatment, but does not produce antibodies",2020/2/8,"Associate Professor of Research, Department of Pathology and Experimental Medicine, University of Pennsylvania School of Medicine",FALSE,https://vp.fact.qq.com/article?id=15f6953928b7ce979bf9a6ffcd8debae
247,Disinfection with hair dryer's highest-grade blowing mask in 30 minutes,2020/2/8,PhD in Physics,FALSE,https://vp.fact.qq.com/article?id=f873057fe9241a0a746db5f4a4e1c202
248,The main road in Shanghai will be disinfected in large area at 12 o'clock tonight. Do not go out after 10 o'clock.,2020/2/8,Reporter from Shanghai Rumor Platform,FALSE,https://vp.fact.qq.com/article?id=e4bdb2b2f30b6aa67253e01f03756d1d
249,Chinese New Year holiday extended again to February 20,2020/2/8,Jiefang Daily • Shangguan News operates a rumor news and rumor service network platform,FALSE,https://vp.fact.qq.com/article?id=ce206053872a230cba7ae8a43a45adad
250,Zhong Nanshan's recommended epidemic prevention tea can prevent new coronavirus,2020/2/8,Central People's Broadcasting Station Radio News Network,FALSE,https://vp.fact.qq.com/article?id=652d6172d51e65d37f48612f598a27c3
251,Compound cresol soap can kill new crown pneumonia virus,2020/2/8,"Master of Public Health, Emory University, USA",FALSE,https://vp.fact.qq.com/article?id=76174914e9ba638b3fa37e048d0de8d5
252,Liquor in the freezer can make 75% alcohol,2020/2/8,"PhD, Food Engineering, Department of Agriculture and Biology, Purdue University",FALSE,https://vp.fact.qq.com/article?id=1b1f782c37b161910e728cd9eab9b794
253,"Zhong Nanshan: It has survived one 14 days, and the 7th started the second 14 days",2020/2/7,"Master of Pharmacology, PhD in Pediatrics",FALSE,https://vp.fact.qq.com/article?id=98b7c122017d5bec74eafdfc9b5f0554
254,Pangolin is an intermediate host for a new coronavirus,2020/2/7,"Member of China Popular Science Writers Association, PhD in Molecular Biology",suspect,https://vp.fact.qq.com/article?id=89810b6c84b9f94506a69fc4a1e1e1e4
255,Quaternary ammonium salt disinfectant benzalkonium chloride (jieerme) can inactivate new crown virus,2020/2/7,"PhD in Chemistry, Postdoctoral Fellow at Swiss Federal Institute of Technology",FALSE,https://vp.fact.qq.com/article?id=29c73b50af666f63a2c8b7d5eba8c8ba
256,"Jiaxing Garden, No. 4 Road, Gutian, Wuhan",2020/2/7,Professional fact verification platform under Tencent News,FALSE,https://vp.fact.qq.com/article?id=9d5dd927be7cec228684ab93a7059288
257,"Chlorine dioxide is diluted into a humidifier, which can effectively prevent new coronary pneumonia",2020/2/7,"PhD, Food Engineering, Department of Agriculture and Biology, Purdue University",suspect,https://vp.fact.qq.com/article?id=b6d96d6ca8e2174e3b1656b5a35f1435
258,"Chinese government to kill 20,000 to control epidemic",2020/2/7,Global Times original review article,FALSE,https://vp.fact.qq.com/article?id=cbd626265a74e69f58117fc079b0c000
259,"Redecive has more serious side effects than chemotherapy, killing 800 people and harming 1,000 people",2020/2/8,"Postdoctoral Fellow, National Institutes of Health, PhD in Immunology",FALSE,https://vp.fact.qq.com/article?id=80833c0d374165223eadea2b9f9b7580
260,"""Pig farm same"" disinfection channel can effectively prevent new coronavirus",2020/2/7,"PhD, Food Engineering, Department of Agriculture and Biology, Purdue University",FALSE,https://vp.fact.qq.com/article?id=1ee7b3771ebe7d26307f270f0bbdccd8
261,"Strong hair dryer can sterilize mask, face and hands for 30 seconds",2020/2/7,Professional medical science popularization platform under Tencent,FALSE,https://vp.fact.qq.com/article?id=b71527c20139d67620ce39d06d1d6c36
262,Aerosols spread horror and infect the virus without inhaling the air,2020/2/7,"Associate Professor of Research, Department of Pathology and Experimental Medicine, University of Pennsylvania School of Medicine",suspect,https://vp.fact.qq.com/article?id=09166ab78e950789a072b07429f7f49c
263,A half-fold paper towel on the mouth of the mask can delay the use of the mask,2020/2/7,"Master of Pharmacology, PhD in Pediatrics",FALSE,https://vp.fact.qq.com/article?id=1600451c860ee00a724ad15016403a31
264,"Ion technology has been found to crack the virus, homemade Tongansi water can prevent the virus",2020/2/7,"PhD in Chemistry, Tsinghua University",FALSE,https://vp.fact.qq.com/article?id=285e934d38411a0a695758e7f321c4d7
265,Fruits and vegetables can be infected with new coronavirus,2020/2/7,"PhD, Food Engineering, Department of Agriculture and Biology, Purdue University",FALSE,https://vp.fact.qq.com/article?id=4ad1fbbe674c7683272bcc17de72db07
266,Delivery and delivery will be infected with new coronavirus,2020/2/7,"Master of Pharmacology, PhD in Pediatrics",suspect,https://vp.fact.qq.com/article?id=50cea5b3b4304ac1c388ac46b4051c89
267,Harvard Medical School mourns Dr. Wenliang Li at half-mast,2020/2/7,Professional fact verification platform under Tencent News,FALSE,https://vp.fact.qq.com/article?id=bd45a1b0ea4dbfacdef0df441f8c2fcf
268,"Shunfeng, Post, and JD Express will cease operations from February 7",2020/2/7,Nantong Municipal Party Committee,FALSE,https://vp.fact.qq.com/article?id=f0066f87628fa4f1cc120233a5044f3a
269,"Opening a window to ventilate can bring the virus into your home, triggering new coronary pneumonia",2020/2/7,Professional medical science popularization platform under Tencent,FALSE,https://vp.fact.qq.com/article?id=86cc90fe275606752a235dcc6de3c157
270,"Redecive takes effect, patients improve by more than 90% in 17-40 hours",2020/2/6,Professional fact verification platform under Tencent News,FALSE,https://vp.fact.qq.com/article?id=11b58986ecf8bbbdc37f85ecc24fbdd0
271,A footstepped woman in Tianxin District of Changsha was diagnosed with the virus and contacted 9 people,2020/2/6,Tianxin release,FALSE,https://vp.fact.qq.com/article?id=bed18742c26b4428ef886d1fa79f68ac
272,"Sanitary napkins used as masks, or sticking sanitary napkins outside the masks can prevent virus",2020/2/6,Professional medical science popularization platform under Tencent,FALSE,https://vp.fact.qq.com/article?id=482e5875db10a9dc83a9e75f212a25fe
273,Wuhan Vulcan Mountain Hospital was designed by the Japanese,2020/2/6,Global Times original review article,FALSE,https://vp.fact.qq.com/article?id=e92618eaa85c4951d4b7e61e3a3ef682
274,Eating betel nut can prevent new coronavirus infection,2020/2/6,Cloudless,FALSE,https://vp.fact.qq.com/article?id=3ea08ec58d1294b4f49d676925a055b4
275,Drinking plenty of water can prevent new coronavirus infections,2020/2/6,Professional medical science popularization platform under Tencent,FALSE,https://vp.fact.qq.com/article?id=d5c6b675231c469e656a379eb3b7105e
276,Inhalation of secondhand smoke from virus carriers may infect new coronavirus,2020/2/6,Xie Wangshi,TRUE,https://vp.fact.qq.com/article?id=8a61043246e93c3fd8b979e208af3e10
277,"Sow said, eating boiled eggs can prevent the epidemic",2020/2/6,Key news website hosted by Guiyang Daily Media Group,FALSE,https://vp.fact.qq.com/article?id=b3026e7cfe4b8f47ce76687414a00187
278,Ningbo will close the city from February 6,2020/2/6,Guangming,FALSE,https://vp.fact.qq.com/article?id=9675b6bdfd76fc60bc416e606f78b365
279,"Diaper material was requisitioned for masks, many diaper manufacturers have discontinued",2020/2/5,More authentic inspector,FALSE,https://vp.fact.qq.com/article?id=8f8296a9feda4fddd02930b1aa08c538
280,"Brown sugar, ginger, shallot white and garlic boiled in water, will not be infected with new crown virus",2020/2/5,"PhD, Food Engineering, Department of Agriculture and Biology, Purdue University",FALSE,https://vp.fact.qq.com/article?id=4216858ab0ff60218452bd9430e51d86
281,Anti-overflow pads can filter viruses when attached to non-medical disposable masks,2020/2/5,Professional medical science popularization platform under Tencent,FALSE,https://vp.fact.qq.com/article?id=ff20cea8f85f7aadaea1b1eabdac7c4e
282,Vaccination against pneumonia prevents new coronavirus infection,2020/2/5,Guidance and coordination body on health issues within the United Nations system,FALSE,https://vp.fact.qq.com/article?id=b4983676dce077f2ad05cec14f5ce986
283,U.S. chooses cargo plane to evacuate overseas Chinese to send anti-epidemic supplies to China,2020/2/5,International Rumor Verification Agency,FALSE,https://vp.fact.qq.com/article?id=7835c7a3b0e74d22235ad3734c4bce33
284,American doctors pray collectively before helping China,2020/2/5,International Rumor Verification Agency,FALSE,https://vp.fact.qq.com/article?id=9e7d1b13fa9032d57c7270036c01cbee
285,"Fresh air system spreads virus, causing infection with new coronavirus pneumonia",2020/2/5,Zhuozheng Medical Dermatologist,FALSE,https://vp.fact.qq.com/article?id=3f7766a2e99254d43e96f43479d7892b
286,Moderate drinking can fight new coronavirus,2020/2/5,"PhD, Food Engineering, Department of Agriculture and Biology, Purdue University",FALSE,https://vp.fact.qq.com/article?id=cb9d7a0c4a284758b2122698bf7836c1
287,Someone in a sedan from Hubei Xiantao escaped after being detected the high temperature,2020/2/5,Comprehensive Civic Life Newspaper published by Quanzhou Evening News Agency,FALSE,https://vp.fact.qq.com/article?id=14c3f8f60176dd488393ad113baf521e
288,"Masks do not seep through water, indicating resistance to new coronavirus pneumonia",2020/2/4,Professional medical science popularization platform under Tencent,FALSE,https://vp.fact.qq.com/article?id=f0b756d05e5c67f88cc062c127461abc
289,"Peripheral forces began to gather No. 10 outbreak, the PLA took over Wuhan",2020/2/4,Journal of the CPC Hubei Provincial Committee,FALSE,https://vp.fact.qq.com/article?id=7b962367fdc55a96e6e94d0d2822ae82
290,All supermarkets and pharmacies in Wuhan closed after three days,2020/2/4,Wuhan Municipal People's Government Working Department,FALSE,https://vp.fact.qq.com/article?id=41f145173dc164749b715747fa779cd4
291,"Use alcohol to disinfect, do n’t spray into the air, do n’t spray yourself",2020/2/4,"PhD in Chemistry, Tsinghua University",TRUE,https://vp.fact.qq.com/article?id=06fa8c78e1e32e12d46a4d8f6a2bc325
292,Academician Zhong Nanshan personally greeted the CEO of Gilead at the airport,2020/2/4,Communist Party of Beijing Municipal Committee,FALSE,https://vp.fact.qq.com/article?id=59e32d372be4ed73ff3da7b4b60bc046
293,Evidence suggests mosquito flies can transmit new coronavirus,2020/2/4,Professional medical science popularization platform under Tencent,FALSE,https://vp.fact.qq.com/article?id=c5ffa22df8e1f01bd9e8a0f778168310
294,"Cigarettes were thrown upstairs, and alcohol was being disinfected downstairs, causing a fire",2020/2/4,Professional fact verification platform under Tencent News,FALSE,https://vp.fact.qq.com/article?id=bc77ff424d43d8d01fc99daaafba1901
295,42 people infected with atypical pneumonia in the Hong Kong Amoy Gardens in 2003,2020/2/4,"Associate Professor of Research, Department of Pathology and Experimental Medicine, University of Pennsylvania School of Medicine",suspect,https://vp.fact.qq.com/article?id=29be2c22e40852be113311a9fb82b77f
296,Risk of new coronavirus infection in sewers,2020/2/4,"Associate Professor of Research, Department of Pathology and Experimental Medicine, University of Pennsylvania School of Medicine",suspect,https://vp.fact.qq.com/article?id=482964cb2f75a048323dfbec8e3bad57
297,"When disinfecting, 84 disinfectant and alcohol should not be mixed, it will produce chlorine gas.",2020/2/4,"PhD in Chemistry, Tsinghua University",suspect,https://vp.fact.qq.com/article?id=482cc8be9c8f86c31f4d7789630cda5c
298,"Don't superstitious nucleic acid detection, use CT imaging as the diagnostic criteria for new coronary pneumonia",2020/2/4,"Associate Researcher, Beijing Hospital Clinical Examination Center",suspect,https://vp.fact.qq.com/article?id=1326cfde51d2619b67b134efbba0a4c2
299,"After returning from the door, be sure to spray the shoes with disinfectant water or leave the shoes outside",2020/2/4,Zhuozheng Medical Physician,suspect,https://vp.fact.qq.com/article?id=109c7987de99257a3e21061f97b19786
300,Pet families are not infected with the new coronavirus,2020/2/4,Zhuozheng Medical Physician,FALSE,https://vp.fact.qq.com/article?id=351c889e5cb84488ae463e58f26f8351
301,"High temperature can kill the virus, so that the patient can recover from fever above 39.6 degrees",2020/2/4,Zhuozheng Medical Physician,FALSE,https://vp.fact.qq.com/article?id=15e15199f6af07c3d48694d15cf48ace
302,Bats are most afraid of high temperature. Please boil the boiled water and detoxify it.,2020/2/4,"PhD, Food Engineering, Department of Agriculture and Biology, Purdue University",FALSE,https://vp.fact.qq.com/article?id=d65c00e4ccbde89720ed87fd9a9ee41b
303,A man in Tianjin sprays alcohol after disinfection,2020/2/4,Official Weibo of Tianjin Public Security Bureau,FALSE,https://vp.fact.qq.com/article?id=56646a0567134821291f7922070ed2cb
304,Regularly washing your nose with normal saline can prevent new coronavirus,2020/2/4,Guidance and coordination body on health issues within the United Nations system,FALSE,https://vp.fact.qq.com/article?id=4a412cc8d7d779ad09c5d24d29a4e596
305,"From February 3, 3 million masks will be put on daily at 1,000 pharmacies in Beijing",2020/2/3,Official Account of the Beijing Municipal Public Security Bureau Cyber ​​Security Defense Corps,FALSE,https://vp.fact.qq.com/article?id=4d625e2d270d7e5b95cd1b1e1d9018ab
306,Chengdu citizens can make an appointment to receive masks on Tianfu Citizen Cloud App on February 4th,2020/2/3,The first app of Sichuan political and economic circle created by Sichuan Radio and TV News Center,FALSE,https://vp.fact.qq.com/article?id=5fb8c997e200c30a3b4c04f97e7e3118
307,Academician Li Lanjuan says dating can prevent new coronavirus pneumonia,2020/2/3,Hangzhou West Lake Voice Radio Station,FALSE,https://vp.fact.qq.com/article?id=9a1e91ec6c6e0a0eb9e7df2b644a4c7f
308,"If you cook rice, the virus will be killed",2020/2/3,Professional medical science popularization platform under Tencent,TRUE,https://vp.fact.qq.com/article?id=8556230fe0cf93288e72973c9e90587f
309,Old Shengchang Baozipu boss confirmed new type of coronavirus was sent to hospital,2020/2/3,Jiefang Daily • Shangguan News operates a rumor news and rumor service network platform,FALSE,https://vp.fact.qq.com/article?id=c6d575454b5e692fbba42f3bcdf5004e
310,"From February 4th, Fuzhou will implement an appointment to buy masks",2020/2/3,Media platform of the Fuzhou Committee of the Communist Youth League of China,FALSE,https://vp.fact.qq.com/article?id=48679c7a3ff71d0ae8ec0eae3afa23c4
311,Commonly available X-luster XX disinfectant can eliminate new coronavirus,2020/2/3,Zhuo Zheng Medical General Practitioner,suspect,https://vp.fact.qq.com/article?id=589ae639eff5ee061d64bd1dd7ff85f2
312,The possibility of spreading new coronavirus in central air-conditioning,2020/2/3,Professional medical science popularization platform under Tencent,TRUE,https://vp.fact.qq.com/article?id=6378fc03d92c8b117140d1948e81e769
313,Spraying environmentally friendly enzymes can kill viruses and inhibit bacteria,2020/2/3,Cloudless,FALSE,https://vp.fact.qq.com/article?id=2bb74ae00b59fa27b38ee556d4bd8c26
314,Thailand finds new coronavirus specific drug,2020/2/3,"Master of Pharmacology, PhD in Pediatrics",suspect,https://vp.fact.qq.com/article?id=aa0d1b1d72fc6fa6e75b658370d3bd4d
315,The gene fragments inserted by the new coronavirus are carefully selected and are artificial viruses,2020/2/3,"Postdoctoral Fellow, National Institutes of Health, PhD in Immunology",FALSE,https://vp.fact.qq.com/article?id=73a6c539f8a90a089d71629345ae2d6f
316,Trump agrees to waive Rhediveve patent for potentially effective new crown pneumonia,2020/2/3,International Rumor Verification Agency,FALSE,https://vp.fact.qq.com/article?id=64dbed161094ff5c0d7a6ba44a6b4781
317,State Council notifies no platforms to sell masks,2020/2/3,More authentic inspector,FALSE,https://vp.fact.qq.com/article?id=973049a64ac0c26a406f740a0a4ba1bc
318,"Beginning on February 3, real-name systems in Shanghai hospitals, including family members",2020/2/3,Reporter from Shanghai Rumor Platform,FALSE,https://vp.fact.qq.com/article?id=8306d7597be85cefae93f0742b4ef1fb
319,"At 24 ° C, the new coronavirus can survive on sputum and urine for several days",2020/2/2,Professional medical science popularization platform under Tencent,suspect,https://vp.fact.qq.com/article?id=6eda95bd51b6eeff57e74f06f37ea012
320,Harvard professor shocked: new coronavirus born of genetic modification,2020/2/2,"Doctor of Surgery, University of Tokyo, Japan",FALSE,https://vp.fact.qq.com/article?id=0a1d512cead01d1705a73aac78b41b5b
321,"A resident's home in Shanghai exploded, and men sprayed with alcohol for cooking chores",2020/2/2,New Media Platform of Shanghai Poster Industry Group,FALSE,https://vp.fact.qq.com/article?id=7208c8436d73ccd6809d7429799f6679
322,"Helicopter breaks through the blockade, like a movie, goes straight to Wuhan",2020/2/2,Professional fact verification platform under Tencent News,FALSE,https://vp.fact.qq.com/article?id=8ab1fb22cf2ed43672f15d2ae09ee2d9
323,Lactobacillus tablets can treat new coronavirus pneumonia,2020/2/2,"PhD, Food Engineering, Department of Agriculture and Biology, Purdue University",FALSE,https://vp.fact.qq.com/article?id=5170a765052127db8cd8950db9c2a48d
324,Nucleic acid positive in feces of new coronavirus infected people ,2020/2/2,"Associate Professor of Research, Department of Pathology and Experimental Medicine, University of Pennsylvania School of Medicine",TRUE,https://vp.fact.qq.com/article?id=0ee5b891a540fd29f88cc54ea95c0ce5
325,"Put the worn mask into the oven and bake it at 60 ℃ for 30 minutes, you can use it repeatedly",2020/2/1,Zhuozheng Medical Dermatologist,suspect,https://vp.fact.qq.com/article?id=f75e7f46809608ef31ee1507d308bede
326,Central government decides to temporarily suspend Wuhan Red Cross relief supplies management,2020/2/1,Mobile news client of Jiangsu Radio and Television Central Station,FALSE,https://vp.fact.qq.com/article?id=6ace2cc86a546dbe86921981f67b9bc7
327,Boy urine can prevent new coronavirus,2020/2/1,Professional medical science popularization platform under Tencent,FALSE,https://vp.fact.qq.com/article?id=536900372bdb3ffaab431686a1735fd0
328,Germany uses nebulization to cure 4 patients with new coronary pneumonia,2020/2/1,"More authentic international issuer, good at German",FALSE,https://vp.fact.qq.com/article?id=8735328058f123017b362189bdde68e7
329,Honeysuckle and green tea can prevent new crown virus infection,2020/2/1,"PhD, Food Engineering, Department of Agriculture and Biology, Purdue University",FALSE,https://vp.fact.qq.com/article?id=a69823ee9fc67b039cc6de08486f890e
330,Remdesivir treats new coronavirus pneumonia,2020/2/1,"Associate Professor of Research, Department of Pathology and Experimental Medicine, University of Pennsylvania School of Medicine",suspect,https://vp.fact.qq.com/article?id=338c0e8ea65995381677c6c827e3523d
331,"National response: rented houses are rent-free in February, and rent-free for half a month in March and April",2020/2/1,Professional fact verification platform under Tencent News,suspect,https://vp.fact.qq.com/article?id=fb9d4e2ffdd20bad62bc89fc12835e21
332,Traditional Chinese medicine Shuanghuanglian oral liquid can inhibit new coronavirus,2020/2/1,"Master of Pharmacology, PhD in Pediatrics",suspect,https://vp.fact.qq.com/article?id=c7f61161c3f13a20a770ce4b15345fde
333,The steam from the ironing machine can be used to disinfect clothes,2020/2/1,Zhuo Zheng Medical Doctor,FALSE,https://vp.fact.qq.com/article?id=4f0852d1e7fa06aa2cd4ca8d7cc60ae3
334,Mouth with ginger tablets can prevent new coronavirus pneumonia,2020/2/1,"PhD, Food Engineering, Department of Agriculture and Biology, Purdue University",FALSE,https://vp.fact.qq.com/article?id=f760a73c59fbc597d17def9afadb85a5
335,"Chinese herbal medicine lotion ""Jieeryin"" is a good way to prevent SARS",2020/2/1,"Master of Pharmacology, PhD in Pediatrics",suspect,https://vp.fact.qq.com/article?id=bdaf431cde29101911d075504d4a64b8
336,Huoxiangzhengqi medicine can treat new coronavirus pneumonia,2020/2/1,Professional medical science popularization platform under Tencent,suspect,https://vp.fact.qq.com/article?id=13a93b6402f92b802d978b648ba875b7
337,WHO believes that there are currently no drugs that specifically prevent the treatment of new coronavirus,2020/2/1,Guidance and coordination body on health issues within the United Nations system,TRUE,https://vp.fact.qq.com/article?id=bd2a494fc8d93d98aa5eaf94f437039e
338,Shuanghuanglian oral liquid can inhibit new coronavirus,2020/2/1,Professional medical science popularization platform under Tencent,suspect,https://vp.fact.qq.com/article?id=100efa6c5519a1825125a4ce6d032844
339,Drinking tea can prevent new coronavirus,2020/1/31,"PhD, Food Engineering, Department of Agriculture and Biology, Purdue University",FALSE,https://vp.fact.qq.com/article?id=91bea4d0ea59f6baf13d08cc96e65bd2
340,Eating Azithromycin Tablets May Prevent New Coronavirus,2020/1/31,Tencent Medical Code,FALSE,https://vp.fact.qq.com/article?id=b207427961470944aa4dd88a1f2cf9f7
341,"Drinking tangerine water in special times, tangerine skin can prevent and treat new coronavirus",2020/1/31,"Master of Pharmacology, PhD in Pediatrics",FALSE,https://vp.fact.qq.com/article?id=a19a219043990b53c143748c3ca31140
342,Wuhan University Provincial People's Hospital issued a fever clinic can do nucleic acid test detection without waiting in line,2020/1/31,Communist Youth League Beijing Municipal Party Committee,FALSE,https://vp.fact.qq.com/article?id=91a58cde494d375e849fe1b93d8a2957
343,Top 10 rumors of new coronavirus pneumonia,2020/1/31,Professional fact verification platform under Tencent News,TRUE,https://vp.fact.qq.com/article?id=b2d2b16f760a2ab1409c6125f6a5361e
344,"Used masks can be sterilized in a sterilizer, which can continue to protect against new pneumonia",2020/1/31,Zhuozheng Medical Dermatologist,FALSE,https://vp.fact.qq.com/article?id=965c67571d6fa3080a10c7e7c7d2eadd
345,Eye sight can infect new coronavirus,2020/1/31,Professional fact verification platform under Tencent News,FALSE,https://vp.fact.qq.com/article?id=b31754bfc5ab9003117675cf8772c7d4
346,"Do n’t eat fish, especially pickled fish made from grass carp. Poached fish can be infected with the virus.",2020/1/31,Professional fact verification platform under Tencent News,FALSE,https://vp.fact.qq.com/article?id=60390b3f4a5e1f8b253a0c575124b392
347,"Guangzhou residents can use the ""Sui Kang"" applet to make an appointment to buy masks at 8 pm on the 30th",2020/1/31,Communist Party of Guangzhou Municipal Committee,TRUE,https://vp.fact.qq.com/article?id=c2d3c8cc9efebfc3afe0fe9ba57f9bcb
348,Irradiation with Yuba lamp for half an hour can remove the virus,2020/1/31,Professional medical science popularization platform under Tencent,suspect,https://vp.fact.qq.com/article?id=355c88481eb1b4fc714eef8bf5dc1ca5
349,Eating sugar reduces your body's immunity and makes it susceptible to viruses,2020/1/31,Professional medical science popularization platform under Tencent,suspect,https://vp.fact.qq.com/article?id=6cb943c1541220df421126f3b25376e7
350,Nanjing tap water is disinfected with upper limit chlorine,2020/1/31,Urban newspapers sponsored by Xinhua Newspaper Media Group,FALSE,https://vp.fact.qq.com/article?id=b19fb0fa1fef748e07b4f71f11bb308c
351,Maternal infection with new coronavirus in Suzhou Municipal Hospital,2020/1/30,"""Reading Suzhou in a day"", the leading mainstream paper media in Suzhou",FALSE,https://vp.fact.qq.com/article?id=c1324495864e289b885d1ddab3ea98fd
