,Unnamed: 0,title,date,author,result,id
456,456,Wuhan Official: Dissemination of disinfectant powder over Wuhan,2020/1/23,Organ of the central committee of the chinese communist party,FALSE,https://vp.fact.qq.com/article?id=e546330793723179fabab7a8db3e8aed
457,457,Academician Zhong Nanshan suggested salt water mouthwash antivirus,2020/1/23,"Doctor of Medicine, Deputy Chief Physician, Young Member of the Popular Science Branch of the Chinese Medical Association",FALSE,https://vp.fact.qq.com/article?id=9f065d6a729245d5dfaa18759f10f088
458,458,"Case of pneumonia suspected of new coronavirus infection found in Jimo, Shandong",2020/1/22,Professional fact verification platform under Tencent News,FALSE,https://vp.fact.qq.com/article?id=9131ce3679657aa0c998943ea2dc2b37
459,459,Alipay provides payment data in Wuhan seafood market,2020/1/22,Professional fact verification platform under Tencent News,FALSE,https://vp.fact.qq.com/article?id=160daf7dc1c009b5b5bb0be5ea381447
460,460,Wear multiple layers of masks to effectively prevent new coronavirus,2020/1/22,"Doctor of Medicine, Deputy Chief Physician, Young Member of the Popular Science Branch of the Chinese Medical Association",FALSE,https://vp.fact.qq.com/article?id=f8fefa75b7d1f0296c3656714c06d8b9
441,441,"Wuhan No. 4 Hospital, Wusheng Road District Emergency Stop",2020/1/25,Wuhan Radio News Broadcast 884 Official Weibo,FALSE,https://vp.fact.qq.com/article?id=2b728bac0f2b469c0391e5a040e26d61
416,416,Cats and dogs fight new coronavirus pneumonia,2020/1/26,"Associate Professor of Research, Department of Pathology and Experimental Medicine, University of Pennsylvania School of Medicine",FALSE,https://vp.fact.qq.com/article?id=b68f54493f0bff4d32ce34c53d459118
440,440,Sichuan high-speed road closure,2020/1/25,Professional fact verification platform under Tencent News,FALSE,https://vp.fact.qq.com/article?id=b1eb4da63e7b92ed24b9f6487602a2df
438,438,Eating banana will get new coronavirus pneumonia,2020/1/25,"PhD, Food Engineering, Department of Agriculture and Biology, Purdue University",FALSE,https://vp.fact.qq.com/article?id=c02adce8a72ca30d602947c1e395234f
418,418,Vitamin C can prevent new coronavirus pneumonia,2020/1/26,Professional medical science popularization platform under Tencent,FALSE,https://vp.fact.qq.com/article?id=b39b273c874780ef548c6db66fa69448
419,419,New coronavirus is evolution of SARS virus,2020/1/26,Professional medical science popularization platform under Tencent,FALSE,https://vp.fact.qq.com/article?id=99c05bceb88fd80418da72d2b2e1ade0
420,420,"Tomorrow morning at 4 o’clock in Hangzhou, we will spray disinfectant, please do n’t go out",2020/1/26,Professional fact verification platform under Tencent News,FALSE,https://vp.fact.qq.com/article?id=be4d278acd7eef98708201e584068995
421,421,A Hong Konger dies of new crown pneumonia at Nanjing Drum Tower Hospital,2020/1/26,Nanjing Radio and TV Group Official Account,FALSE,https://vp.fact.qq.com/article?id=d42be263e12aab97fd706cd4b067da22
422,422,Academician Zhong Nanshan suggested: The whole Chinese people quarantine at home for two weeks,2020/1/25,Communist Party of Guangzhou Municipal Committee,FALSE,https://vp.fact.qq.com/article?id=6ca2f4a791d5e667f3e8ab5998ab1174
423,423,"Changsha, Hunan: Call the CDC on the discovery of a Wuhan licensed vehicle",2020/1/25,Large Comprehensive City Daily,FALSE,https://vp.fact.qq.com/article?id=bedfe6301901611984652c351eb756af
424,424,People in Zhejiang BL0535 are infected with the virus and are heading to somewhere,2020/1/25,True team,FALSE,https://vp.fact.qq.com/article?id=31add60050893cc23139b0679cd8ce4b
425,425,N95 mask with breathing valve does not protect against new coronavirus,2020/1/25,"Doctor of Medicine, Deputy Chief Physician, Young Member of the Popular Science Branch of the Chinese Medical Association",FALSE,https://vp.fact.qq.com/article?id=518dac7222489318f57c0adda89a14f9
426,426,Beijing Expressway closes roads for epidemic prevention and control,2020/1/25,Comprehensive Large City Daily,FALSE,https://vp.fact.qq.com/article?id=58f956eca57118122f7d294e84913c34
427,427,New coronavirus pneumonia named SARI ,2020/1/25,"Attending physician, Department of Respirology and Critical Care Medicine, University of California San Diego, Tencent News Knowledge Officer",FALSE,https://vp.fact.qq.com/article?id=ecf6f807e8d16499c38cd350cac18b01
428,428,Shanghai currently does not allow foreign cars to enter Shanghai except the Shanghai brand,2020/1/25,Jiefang Daily • Shangguan News operates a rumor news and rumor service network platform,FALSE,https://vp.fact.qq.com/article?id=df5d6c4053fdbfc90f717d32e7ab1608
429,429,Academician Zhong Nanshan was infected,2020/1/25,New Media Platform of Shanghai Poster Industry Group,FALSE,https://vp.fact.qq.com/article?id=27661a1f0ff99139987557ec7fb0feef
884,1094,Stinky tofu is moldy food containing toxins,2017/1/3,Zhou Yi,FALSE,https://vp.fact.qq.com/article?id=79b753070fe025ab5351fbbd530b187f
432,432,"Xinyang, Henan will be closed at 2 this afternoon",2020/1/25,Comprehensive Urban Life Daily hosted by Henan Daily Group,FALSE,https://vp.fact.qq.com/article?id=370af4f14b8b0bee72481e2425137bd6
433,433,Xi'an patient escapes from hospital with new pneumonia ,2020/1/25,Communist Youth League Beijing Municipal Party Committee,FALSE,https://vp.fact.qq.com/article?id=620919db07ccb8c8c5d6a2a23e295e45
434,434,A bit of garlic in the mouth after bitten garlic is better than a virus-killing oral medicine,2020/1/25,"Master of Pharmacology, PhD in Pediatrics",FALSE,https://vp.fact.qq.com/article?id=9db584a0cf5fb9cb95cad13a0612a19e
435,435,Singapore rejects more than 116 travelers from Wuhan,2020/1/25,CCTV News Center official Weibo,FALSE,https://vp.fact.qq.com/article?id=37642c813a1de5cf1cbc77e4178f673f
882,1092,Adding vitamin AD to your baby for a long time will be poisoning,1970/1/1,,FALSE,https://vp.fact.qq.com/article?id=1142fff93ef91a73050cbbba943ce827
437,437,Zhengzhou will spray aerial killing drugs from 9 am to 11 am,2020/1/25,Zhengzhou Radio News Broadcast Official Weibo,FALSE,https://vp.fact.qq.com/article?id=d087b691eab2d89d7e177a299e183818
880,1090,Botanical cream is as toxic as pesticides,2016/10/20,Ruan Guangfeng,FALSE,https://vp.fact.qq.com/article?id=cac3b531febfbb23c9a8351a0480243a
896,1106,Melt ice cream and freeze it into poisonous ice cream,2016/9/1,,FALSE,https://vp.fact.qq.com/article?id=d51093419d2f452a83ffdb4d55d5d6d1
838,1048,Mengniu milk aflatoxin exceeds standard,2018/1/24,,FALSE,https://vp.fact.qq.com/article?id=5a58b3d09b7a274e7eb88e00ffb38775
559,704,Ebola virus is a white plot to smuggle human organs,2014/8/21,True team,FALSE,https://vp.fact.qq.com/article?id=7d3d6d0565d7583c25c66860bd538f90
779,989,Drug addiction can be forgiven,2017/6/27,Zheng Zheng,FALSE,https://vp.fact.qq.com/article?id=d261512f0cf28c083edcf72c25ef5fff
682,879,Milk boiled in a bag is easy to aluminum poisoning,2017/6/28,,FALSE,https://vp.fact.qq.com/article?id=b46eac4a0276690dbaebbbd030fdeba1
683,880,Pigs are killed when they are killed,2018/4/18,Cloudless,FALSE,https://vp.fact.qq.com/article?id=00b4332fcc2e8e3a8219b7c77eb95545
684,881,Hot water tableware can be sterilized,2017/7/4,Doctor Lilac,FALSE,https://vp.fact.qq.com/article?id=34e964987cd78b7f69f63948048c95a5
686,883,Drink apple cider vinegar can be beauty detox,2017/3/8,Liu Pingping,FALSE,https://vp.fact.qq.com/article?id=3453847e78fb362f3e242eb4d374007c
687,884,Bright fruit skins are poisonous,2017/2/7,,FALSE,https://vp.fact.qq.com/article?id=79008c15be04f45fc5a9f087e24b8e00
688,885,Eggplant and mushroom can be poisoned when eaten together,2018/1/24,,FALSE,https://vp.fact.qq.com/article?id=e013506b31a477a015aee44c0e57de1f
689,886,"The black film in the belly of the fish has a ""fishy poison""",2018/1/24,Ruan Guangfeng,FALSE,https://vp.fact.qq.com/article?id=e674573c688e1096b605eff75795331d
690,887,Poisoning with jujube and shrimp skin,2018/1/24,,FALSE,https://vp.fact.qq.com/article?id=668555278d95a078bb144b15a380430c
691,888,Watermelon and peach are poisonous when eaten together,2018/1/24,,FALSE,https://vp.fact.qq.com/article?id=96613abbce56a875da1ec304ce64b27f
692,889,Toxic fungus is too long to be toxic,2016/7/16,Fu Ting,FALSE,https://vp.fact.qq.com/article?id=7cba55f350701f6d28a226056a68e260
693,890,Instant noodles are all poisonous,2015/1/14,Hu Feiyuan,FALSE,https://vp.fact.qq.com/article?id=30defd2fd5e2121f1bddb6f5f6655968
695,892,Detoxification and bowel poisoning can be beauty and health,2015/3/31,Zhang Yan,FALSE,https://vp.fact.qq.com/article?id=12af5850cdca9288edd06fd7d49d2c87
696,893,Intestinal lavage can detoxify beauty,2017/2/24,Song Hui,FALSE,https://vp.fact.qq.com/article?id=102403284fa670351af56bf4db49aaa6
697,894,"The frozen ice cream has ""toxin protein""",2017/6/28,Doctor Lilac,FALSE,https://vp.fact.qq.com/article?id=8559e8841493d0584a109e0ddcf24fbf
698,895,"Water spinach is the ""king of poison"" in vegetables",2017/6/28,Wei Wei,FALSE,https://vp.fact.qq.com/article?id=1fb728db8af4cdb1a5b7fda08c962fe3
774,984,The small meat particles on the neck are toxins in the body,2018/10/18,He Hairong,FALSE,https://vp.fact.qq.com/article?id=4d438c7babb99f907033e4a2eacdd28d
700,897,Black membrane in fish belly is poisonous,2017/9/23,Doctor Lilac,FALSE,https://vp.fact.qq.com/article?id=7c43367ca8ed41d4dda4c44dc1cf14e6
701,898,Soy milk in thermos cups can be poisoned,2018/11/5,Ruan Guangfeng,FALSE,https://vp.fact.qq.com/article?id=67c91c8d1d2ddf0c2bdb678f5a29ef20
680,877,Black membrane in fish belly is poisonous,2017/3/29,,FALSE,https://vp.fact.qq.com/article?id=f95811d6fb85218fd5ef60237e59c32a
773,983,Ham and bacon are as toxic as arsenic,2018/10/22,True team,FALSE,https://vp.fact.qq.com/article?id=055ced618b97ab5168ea375b84bf1393
679,876,"Goose eggs can go to ""fetal poison""",2018/5/23,True team,FALSE,https://vp.fact.qq.com/article?id=37ac765c6f65b7c340b92205853fc4a0
677,874,Green laver is poisonous and cannot be eaten,2018/7/23,Kuang Hui,FALSE,https://vp.fact.qq.com/article?id=bddf1cb5cc098316fb46b8f7c0a65d22
791,1001,"Eating ""blood neck meat"" may cause poisoning",2018/8/12,Zhong Kai,FALSE,https://vp.fact.qq.com/article?id=9a5bc422ecba043f9c41253c2cb5506d
790,1000,"Oysters condense toxins in water 70,000 times",2018/8/20,Wang Ni,FALSE,https://vp.fact.qq.com/article?id=e2de2e7833b1ba747ef5b63b3f3a9938
787,997,Electronic cigarettes are non-toxic and harmless and can be used as a means of quitting smoking,2019/10/2,Wang Ni,FALSE,https://vp.fact.qq.com/article?id=e4d3deebabc1237907180e0aae01bb3c
660,857,Don't go to the hospital after being bitten by a non-toxic snake,2018/8/1,Fu Hong,FALSE,https://vp.fact.qq.com/article?id=7e803542afe7ed88961968cbf51d81ac
661,858,Got a skin disease and need detoxification,2018/10/18,Zheng Zheng,FALSE,https://vp.fact.qq.com/article?id=06a37f9b3951ce938fed5293bd1f554e
663,860,"Frequent ""hospital-level"" disinfection at home",2016/4/28,Zhong Hua,FALSE,https://vp.fact.qq.com/article?id=b6e079d0a8e5f4a6f3b423007c06fe45
664,861,Big aunt (menstruation) is detoxifying the uterus,2015/6/26,Section of ginger,FALSE,https://vp.fact.qq.com/article?id=653b4b829a5465329cf875f97f9d5fc4
665,862,Massage lymph can detoxify,2018/4/16,Dr Chunyu,FALSE,https://vp.fact.qq.com/article?id=f7066c4bf5e0d7ad5e98dcfe9994f8ce
785,995,"""Fetal poison"" really occurs in the womb during pregnancy",2017/12/11,Ma Qinghua,FALSE,https://vp.fact.qq.com/article?id=bcfb061c0295e9c928d68fa59a23357a
667,864,Detox can treat disease,2017/9/1,Dr Chunyu,FALSE,https://vp.fact.qq.com/article?id=844de1965568e83bf4bb20f64ba4e8c2
668,865,The foam in the hot pot is poisonous,2016/4/4,Chen Renzong,FALSE,https://vp.fact.qq.com/article?id=640890b36bc5f5f475b8da4d7d7be391
783,993,Low menstrual flow keeps toxins in the body,2018/3/31,Yao Wenyan,FALSE,https://vp.fact.qq.com/article?id=62a79d978f7942644250be1b7b7c8909
670,867,Urine is sterile and can be sterilized,2018/9/12,Zhang Jianqiang,FALSE,https://vp.fact.qq.com/article?id=660f9bb835a614c3161005ddb5706cc1
671,868,Poisonous succulents can hurt the heart,2018/8/27,Meow Fish Sauce,FALSE,https://vp.fact.qq.com/article?id=969f960fbf36b24ef269a7db580d7f37
782,992,"Ultrasound examines ""lubricant"" on belly as toxic",2017/11/6,Wang Ni,FALSE,https://vp.fact.qq.com/article?id=6759394029ff2570a0fb54a05458dcbe
673,870,Poisonous mushrooms can be distinguished by their appearance,2018/7/23,Li Qing,FALSE,https://vp.fact.qq.com/article?id=874ea569ec6dc3676c9f4d35ef5235a8
674,871,Coriander Boiled Hydrolytic Kidney Toxin,2018/7/20,Li Yuanyuan,FALSE,https://vp.fact.qq.com/article?id=96544780b914758ba6bd621373965351
675,872,Honey water can detox,2018/7/19,Zhao Lichao,FALSE,https://vp.fact.qq.com/article?id=cfae9130dfd8baa26e42d5ad39be1ff3
780,990,Hot water can be used to disinfect chopsticks and bowls.,2017/11/29,Zhong Hua,FALSE,https://vp.fact.qq.com/article?id=08a20aaa51fb44e25cd1e706dd451d25
678,875,The foot patch turns black because the body is detoxifying,2018/5/23,Cloudless,FALSE,https://vp.fact.qq.com/article?id=3328e8154aa2ec3f8e00a1a8b4e75f80
655,852,Rice will be poisonous overnight,2019/5/13,Li Chang,FALSE,https://vp.fact.qq.com/article?id=2ef6e1e7e354bcbc036b3702f5403215
703,900,Mushrooms and eggplants can poison if eaten together,2016/3/11,Ruan Guangfeng,FALSE,https://vp.fact.qq.com/article?id=8b93a5125ff79835ec3c424b89d3d035
705,902,Liver has detox schedule,2015/6/17,Li Qingchen,FALSE,https://vp.fact.qq.com/article?id=026bf475cbb82da26cdc793469383df0
766,976,Medical alcohol can be disinfected as hand sanitizer,2018/12/13,Zhang Wei,FALSE,https://vp.fact.qq.com/article?id=761da365caf76ca80e788d7381d51c96
764,974,Nanning barbershop died of hair poisoning,2018/12/30,Hu Yuandong,FALSE,https://vp.fact.qq.com/article?id=464a69590630a34956ede76b9a69619b
733,934,Tetrodotoxin is not heat-resistant and can be destroyed by boiling,2018/12/21,,FALSE,https://vp.fact.qq.com/article?id=081b896972f30135ff8b140ba223cab1
734,935,"Japanese nuclear spill releases highly toxic plutonium, enough to poison all humans",2018/2/7,Gu Chuanling,FALSE,https://vp.fact.qq.com/article?id=badbbf52d4e12f7d13fe667526cc9f70
735,936,"Crayfish heads contain toxins and parasites, which can be poisonous when eaten",2016/6/6,True team,FALSE,https://vp.fact.qq.com/article?id=3cb4d24514aa179380782fba56afb5e4
761,971,Bamboo salt can treat uremia and hypertension,2019/10/8,Li Qing,FALSE,https://vp.fact.qq.com/article?id=3a26bdca174b28a7c7551a96f7396a72
760,970,"Baby Baby Dan is non-toxic and harmless, and can be used for infants for a long time",2019/1/24,Klaith,FALSE,https://vp.fact.qq.com/article?id=1666d9138be2cd8f4dcc2cd1cef61c6e
739,949,"Eating instant noodles takes 32 days to ""detoxify""",2020/1/7,Popular Science China,FALSE,https://vp.fact.qq.com/article?id=f76d4036f6978891dcd9396bdcac6a69
740,950,5 people died of crayfish poisoning,2019/9/19,Popular Science China,FALSE,https://vp.fact.qq.com/article?id=ce7d728ddbba4a21ba10b75f0aff7358
741,951,"Eating lard can detoxify, fight cancer, and cure heart disease",2019/10/10,Popular Science China,FALSE,https://vp.fact.qq.com/article?id=4e717094685730bfad933f95b0cd4181
742,952,"Natural laxatives can treat constipation, defecation, and toxins",2019/11/17,Cloudless,FALSE,https://vp.fact.qq.com/article?id=333c752fe4df1e865bc9d73a94891613
743,953,"Insulation cups make tea with heavy metals, causing chronic poisoning",2019/11/7,Cloudless,FALSE,https://vp.fact.qq.com/article?id=21f28a9c7995da0e0149ed4450090cc8
745,955,Small clusters of water can detoxify human cells,2019/10/16,Xie Wangshi,FALSE,https://vp.fact.qq.com/article?id=239a5f70e3d6650e08d20381a2f39121
746,956,"Drinking tea can detoxify tobacco and alcohol, and bathe the lungs",2019/9/25,Pan Zhanhe,FALSE,https://vp.fact.qq.com/article?id=12c68a1bf7adcf09fcf497f440732911
747,957,Eyewear anti-fog spray is toxic and harmful to human body,2019/8/5,Cloudless,FALSE,https://vp.fact.qq.com/article?id=f2388dbfd061e16b4a33909095d3928c
748,958,"Beetroot can shave oil and detox, reduce weight and reduce belly",2019/9/10,You Yuxia,FALSE,https://vp.fact.qq.com/article?id=928b900a752f39b1bd8f7fe95fcd4712
757,967,People who have diabetic urine will be poisoned,2019/1/31,Li Yuanyuan,FALSE,https://vp.fact.qq.com/article?id=aebeabd0f4ee34e0badfba945d8b8903
751,961,Opioid painkillers are drugs and cannot be used by cancer patients,2019/5/8,Guo Yan,FALSE,https://vp.fact.qq.com/article?id=dc61156a177d92f2c2955a0fef0949f0
752,962,Magnetic mattress can cure diseases and expel toxins from the body,2019/3/29,Changsha TV Station,FALSE,https://vp.fact.qq.com/article?id=58ce0670bf8dd1a2374adb5c7c751e4f
729,929,"Beautiful wild mushrooms are poisonous, and bad-looking wild mushrooms are not poisonous",2018/6/20,Cloudless,FALSE,https://vp.fact.qq.com/article?id=2a92ca44146406fac7726b1ca52c1eaf
704,901,"Overnight Tremella is ""Poisonous""",2016/5/20,Liu Pingping,FALSE,https://vp.fact.qq.com/article?id=c8fdc7486b056dbeb077c856afe9c5a0
767,977,Pregnant mother angry if breast milk is toxic,2018/11/26,Mare,FALSE,https://vp.fact.qq.com/article?id=db971dd1401d9c1cc8adf792b567ab4c
768,978,Silver meals have silver ions that can be sterilized,2019/9/15,Cloudless,FALSE,https://vp.fact.qq.com/article?id=dcce305c7050ae8d11621d02ad9a3d16
706,903,Salt spray on wounds can sterilize,2016/9/13,Zu Beichen,FALSE,https://vp.fact.qq.com/article?id=45d5ecc5572ae584a533d5764adc6a4e
772,982,"Chicken and fish cannot be eaten together, or they will be poisoned",2018/10/22,Zhang Jianfen,FALSE,https://vp.fact.qq.com/article?id=c8e64fd7d368b8e6075b12abbaeb27ff
708,905,Tea is poisonous overnight,2019/4/9,,FALSE,https://vp.fact.qq.com/article?id=6eb582e3c95db730f957f6b99504659e
709,906,"The smaller the fish, the easier it is to accumulate toxins",2017/5/16,Ruan Guangfeng,FALSE,https://vp.fact.qq.com/article?id=249de7ae5a2f0987e2f83aa6867b7145
710,907,Immature soybean milk poisons children,2018/11/5,Zhao Yanchang,FALSE,https://vp.fact.qq.com/article?id=2f962aa4808f71dff0fb1ddef0105ed4
711,908,"Water spinach is the ""king of poison"" in vegetables",2017/5/29,Cloudless,FALSE,https://vp.fact.qq.com/article?id=0296bb51a8fc81f6afc7eeb87df5aed3
712,909,You can eat fish gall to clear heat and detoxify,2016/1/21,Ma Yihao,FALSE,https://vp.fact.qq.com/article?id=7245b703bc6dcbb1bd9086640448b9ac
713,910,There are more mosquitoes in autumn than in summer,2018/1/26,Ruan Guangfeng,FALSE,https://vp.fact.qq.com/article?id=0e3974e192ca37d97f3be99ee96b7aa3
714,911,Mask is toxic and can hurt the skin,2016/8/27,Zhong Kai,FALSE,https://vp.fact.qq.com/article?id=e9a95a7805116e1ff241cbe2aee8b20b
715,912,Durian + cola with food poisoning,2016/12/24,Song Hui,FALSE,https://vp.fact.qq.com/article?id=ce8a82cc8c6de29f0aebedf1dffdf138
716,913,Mosquito coils can be poisonous,2015/7/14,Zhou Yi,FALSE,https://vp.fact.qq.com/article?id=fe3daf60d6c89d68b5e877f9d75cc33f
771,981,"Fried eggs dipped in sugar, children will be poisoned",2018/10/29,Zou Shien,FALSE,https://vp.fact.qq.com/article?id=ed3330340ac363a075a4365aa98b733f
770,980,"After excising the uterus, toxins cannot be excreted from the body",2018/11/4,Cloudless,FALSE,https://vp.fact.qq.com/article?id=cb1e4bc0044f86b93d749f47c629b345
719,916,Overnight meals are very toxic,2016/11/23,,FALSE,https://vp.fact.qq.com/article?id=3f2eb0ef8904e871dce70df262abd785
721,918,Chicken and fish are poisonous when eaten together,2014/12/15,Zhao Yanchang,FALSE,https://vp.fact.qq.com/article?id=98477efa7801f1ce56ce1281b5d2bc31
722,919,Barley leaf green juice powder can detox,2016/11/8,Li Chang,FALSE,https://vp.fact.qq.com/article?id=6390280764a890b2de9eb047688d62fa
723,920,Poisonous watermelon causes death,2016/5/11,Cloudless,FALSE,https://vp.fact.qq.com/article?id=14a8969b3eb0b63c37f139eca34c534e
724,921,U.S. officially declares GMO toxic,2015/8/31,True team,FALSE,https://vp.fact.qq.com/article?id=24fd37e4b81b824f78b9a521c395e684
725,922,Cyanide is the king of poison that is dying at the entrance,2018/8/5,Sun Yafei,FALSE,https://vp.fact.qq.com/article?id=0a8c8c6fce53643915f39345bee97568
727,927,Eating more cherry seeds will cause iron poisoning and cyanide poisoning,2019/2/25,Tencent Medical Code,FALSE,https://vp.fact.qq.com/article?id=c5a82ae3e704a55b4339f599af9086dc
558,703,Eating 8424 watermelon will be infected with H7N9 virus and cause death,2018/7/27,Song Hui,FALSE,https://vp.fact.qq.com/article?id=b8279ed9a320df2b32aa75a0f341f09b
654,851,Beauty salon projects can detoxify liver and gallbladder,2018/12/12,Wang Pengfei,FALSE,https://vp.fact.qq.com/article?id=f207a8a1fcdc50170055796bd07363db
652,849,Eating mushrooms can cause heavy metal poisoning,2019/1/14,Hippocrates,FALSE,https://vp.fact.qq.com/article?id=396f332434d11db49cafb0a82573ab5b
822,1032,Poisonous from plastic bags,2016/10/31,,FALSE,https://vp.fact.qq.com/article?id=cd765509b47e7007a64bab56e45d0a4e
821,1031,Pork internal organs have toxins and are harmful to health,2018/1/19,,FALSE,https://vp.fact.qq.com/article?id=13c52b1f850be36b90f171a2261acfe6
587,784,Poisonous skin,2017/2/7,Li Yuanyuan,FALSE,https://vp.fact.qq.com/article?id=5e0c56acb76f80be0f68d28dc2f3da70
588,785,Poisonous spiders will poison,2018/8/12,Ruan Guangfeng,FALSE,https://vp.fact.qq.com/article?id=9e7897bf3fe38f204e621baaca278ece
589,786,Poisonous mushrooms cooked with garlic can be detoxified,2018/7/23,Hippocrates,FALSE,https://vp.fact.qq.com/article?id=dcf05ddd6ae0df1e0fbdb70f8fa70c25
590,787,Poisonous mushrooms can be detoxified by cooking at high temperature,2018/7/23,Li Yuanyuan,FALSE,https://vp.fact.qq.com/article?id=6c24d8f8c1209535110f67a822e19435
816,1026,Drinking rose tea can detoxify your body,2018/4/13,Ruan Guangfeng,FALSE,https://vp.fact.qq.com/article?id=1a59733139f14c955896c197261892fd
815,1025,Everyday you should pay attention to detoxification,2017/7/4,Doctor Lilac,FALSE,https://vp.fact.qq.com/article?id=20fb7333f593defb86e6032ad379397f
813,1023,"Tomatoes, bananas and ham can be poisonous in the refrigerator",2017/10/11,Ruan Guangfeng,FALSE,https://vp.fact.qq.com/article?id=6a900eb74a547fc19248cda1181c001e
595,792,"Qingming cane, poisoned snake",2019/4/7,Zhao Lichao,FALSE,https://vp.fact.qq.com/article?id=f0b8c5c8ed10386beee9cd97984621e1
596,793,Eating persimmons will poison you,2015/10/23,Xu Tongkai,FALSE,https://vp.fact.qq.com/article?id=26933c0993bc9c6132ec78d338292e9d
597,794,Menstruation is detoxifying the body,2016/11/1,Wang Yan,FALSE,https://vp.fact.qq.com/article?id=33e2f3f46f25dc9135c9cf88565b2a51
812,1022,Eating pumpkin and strip fish can be poisonous,2018/4/19,Cloudless,FALSE,https://vp.fact.qq.com/article?id=b21ca5416c6f89fa65485c895bb5b4d7
811,1021,Drinking water with raisins can relieve liver toxicity,2018/4/23,Wu Yanan,FALSE,https://vp.fact.qq.com/article?id=fbb854c326e6cb5a17fdc5fc9c0aa5e8
600,797,Tooth poisoning with silver mercury,2019/1/11,Gu Zhongyi,FALSE,https://vp.fact.qq.com/article?id=9709c933b5c03d45d457fc54cea40402
601,798,Eating gold can kill people,2018/1/12,Ying Jun,FALSE,https://vp.fact.qq.com/article?id=ee489ddb88bb8bebfd333edf1d0f77ae
810,1020,"Moringa seeds have magical effects, can detoxify and beauty",2018/4/24,Zhao Lichao,FALSE,https://vp.fact.qq.com/article?id=e0ab8b7a8b410265c800de6f2b57f523
809,1019,Tears can expel toxins from the body,2018/4/4,,FALSE,https://vp.fact.qq.com/article?id=5450a6e7067d3484bdfdd29f79394cc8
604,801,The body has wet poison and needs to be discharged,2018/7/11,Su Chengyu,FALSE,https://vp.fact.qq.com/article?id=d112eb80e27c710a4b0e8f8e5a558a7f
583,779,"Someone died of bp5 virus infection in Traditional Chinese Medicine Hospital of Shunyi District, Beijing",2018/1/9,,FALSE,https://vp.fact.qq.com/article?id=91c8b87e28005d58cc1d84912249b77c
808,1018,Children's mosquito coils are non-toxic and harmless and can be used with confidence,2018/5/4,Wang Chunnan,FALSE,https://vp.fact.qq.com/article?id=adfadc81404608c11325f0a226fa462e
823,1033,"Public Security Network Supervisor: Picture ""Fifteen Moons and Sixteen Circles"" Poisonous",2016/12/29,,FALSE,https://vp.fact.qq.com/article?id=c6ed4c5c1625d8b63c888963e5fe2b40
580,776,"Mothers cannot breastfeed when they have a cold, the cold virus is passed to the baby through milk",2018/3/28,,FALSE,https://vp.fact.qq.com/article?id=f6a662e9d3eed1f2fe88d4684074a50d
560,705,"Thirteen people in Taiyuan, Shanxi province were infected with CTC5 virus due to eating watermelon",2018/4/8,Li Qing,FALSE,https://vp.fact.qq.com/article?id=5227f54170fb176799ac859476db0952
561,706,"Ganoderma lucidum spore powder has magical effects, can resist tumors and viruses",2019/8/9,,FALSE,https://vp.fact.qq.com/article?id=ab588cd8867185bdabdde28ec578b3ad
562,707,Many people in Dongyang have eaten Qianxiang lamb and infected with SB6 virus,2018/1/24,Cloudless,FALSE,https://vp.fact.qq.com/article?id=dcbf034cc358df0ab7d7e810368b8bb5
563,708,"Condoms can't protect against ""nano"" HIV",2010/12/15,Cheyenne,FALSE,https://vp.fact.qq.com/article?id=000f23d93a157bd12d9ea617f2f1094e
837,1047,"The hoar frost on the grapes is a pesticide, which will poison you if you eat it",2018/1/24,Cloudless,FALSE,https://vp.fact.qq.com/article?id=72dc9f5081d084924d6a90e997809997
565,759,Guangdong Hospital of Traditional Chinese Medicine develops prescription for prevention of new coronavirus pneumonia,2020/1/23,Xie Wangshi,FALSE,https://vp.fact.qq.com/article?id=5bd1b0bf7c4f1a1489936b3ecaca3783
831,1041,Drinking sugar water can cure gas poisoning,2018/2/24,No wonder,FALSE,https://vp.fact.qq.com/article?id=9922512c677a8c4cb2733e173da6e05e
830,1040,"Scraping skin purple is ""detoxification""",2018/3/1,Cloudless,FALSE,https://vp.fact.qq.com/article?id=c556fbc16833b8b0214a8addfd171e8d
828,1038,The leek is rooted with pesticides and is poisonous leek,2018/3/25,Zhao Lichao,FALSE,https://vp.fact.qq.com/article?id=328637785aa9478d0ae69d6e26fd3361
570,766,Blood routine can distinguish whether tonsillitis is a viral or bacterial infection,2019/1/29,Wei Wei,FALSE,https://vp.fact.qq.com/article?id=724204d6b6728dff2e2393147fc228ba
827,1037,Sanitize your nipples before breastfeeding,2018/3/28,Hu Yuandong,FALSE,https://vp.fact.qq.com/article?id=5842594e06f11a12cc38b5cea5fa64e0
572,768,The virus in the sperm of the hepatitis B father will be brought into the egg cells and passed to the fetus,2017/5/12,Pan Zhanhe,FALSE,https://vp.fact.qq.com/article?id=d735e930fb987d4a740d071307407e42
573,769,"The EB flu is severe this time, and the virus can invade the body within 10 minutes.",2019/1/5,Wang Pengfei,FALSE,https://vp.fact.qq.com/article?id=798310ec600332db62724c20b9771afd
826,1036,Undercooked soy milk poisons people,2018/3/31,Zhang Yu,FALSE,https://vp.fact.qq.com/article?id=bae19561b91150b6f780e0f0c4af8ee6
